Confirmed cases,Country/Territory/Area,Days since last reported case,Total cases with possible or confirmed transmission In reporting country,Total cases with possible or confirmed transmission Outside reporting country and outside China,Total cases with possible or confirmed transmission outside of China,Total cases with site of transmission under investigation,Total cases with travel history to China,Total deaths,Transmission classification,report date
278.0,China,,,,,,,6.0,,2020-01-21
1.0,Japan,,,,,,,0.0,,2020-01-21
1.0,Republic of Korea,,,,,,,0.0,,2020-01-21
2.0,Thailand,,,,,,,0.0,,2020-01-21
282.0,Total,,,,,,,6.0,,2020-01-21
309.0,China,,,,,,,6.0,,2020-01-22
1.0,Taiwan,,,,,,,0.0,,2020-01-22
1.0,Japan,,,,,,,0.0,,2020-01-22
1.0,Republic of Korea,,,,,,,0.0,,2020-01-22
2.0,Thailand,,,,,,,0.0,,2020-01-22
314.0,Total,,,,,,,6.0,,2020-01-22
571.0,China,,,,,,,17.0,,2020-01-23
1.0,Taiwan,,,,,,,0.0,,2020-01-23
1.0,Hong Kong,,,,,,,0.0,,2020-01-23
1.0,Macau,,,,,,,0.0,,2020-01-23
1.0,Japan,,,,,,,0.0,,2020-01-23
1.0,Republic of Korea,,,,,,,0.0,,2020-01-23
4.0,Thailand,,,,,,,0.0,,2020-01-23
1.0,United States of America,,,,,,,0.0,,2020-01-23
581.0,Total,,,,,,,17.0,,2020-01-23
1.0,Japan,,,,,,,0.0,,2020-01-24
2.0,Republic of Korea,,,,,,,0.0,,2020-01-24
2.0,Viet Nam,,,,,,,0.0,,2020-01-24
1.0,Singapore,,,,,,,0.0,,2020-01-24
4.0,Thailand,,,,,,,0.0,,2020-01-24
1.0,United States of America,,,,,,,0.0,,2020-01-24
846.0,Total,,,,,,,25.0,,2020-01-24
1.0,Taiwan,,,,,,,0.0,,2020-01-24
2.0,Hong Kong,,,,,,,0.0,,2020-01-24
2.0,Macau,,,,,,,0.0,,2020-01-24
830.0,China,,,,,,,25.0,,2020-01-24
1287.0,China,,,,,,,41.0,,2020-01-25
3.0,Japan,,,,,,,0.0,,2020-01-25
2.0,Republic of Korea,,,,,,,0.0,,2020-01-25
2.0,Viet Nam,,,,,,,0.0,,2020-01-25
3.0,Singapore,,,,,,,0.0,,2020-01-25
3.0,Australia,,,,,,,0.0,,2020-01-25
4.0,Thailand,,,,,,,0.0,,2020-01-25
1.0,Nepal,,,,,,,0.0,,2020-01-25
2.0,United States of America,,,,,,,0.0,,2020-01-25
3.0,France,,,,,,,0.0,,2020-01-25
1320.0,Total,,,,,,,41.0,,2020-01-25
5.0,Hong Kong,,,,,,,0.0,,2020-01-25
2.0,Macau,,,,,,,0.0,,2020-01-25
3.0,Taiwan,,,,,,,0.0,,2020-01-25
1975.0,China,,,,,,,56.0,,2020-01-26
3.0,Japan,,,,,,,0.0,,2020-01-26
2.0,Republic of Korea,,,,,,,0.0,,2020-01-26
2.0,Viet Nam,,,,,,,0.0,,2020-01-26
4.0,Singapore,,,,,,,0.0,,2020-01-26
4.0,Australia,,,,,,,0.0,,2020-01-26
3.0,Malaysia,,,,,,,0.0,,2020-01-26
5.0,Thailand,,,,,,,0.0,,2020-01-26
1.0,Nepal,,,,,,,0.0,,2020-01-26
2.0,United States of America,,,,,,,0.0,,2020-01-26
3.0,France,,,,,,,0.0,,2020-01-26
2014.0,Total,,,,,,,56.0,,2020-01-26
5.0,Hong Kong,,,,,,,0.0,,2020-01-26
2.0,Macau,,,,,,,0.0,,2020-01-26
3.0,Taiwan,,,,,,,0.0,,2020-01-26
2741.0,China,,,,,,,80.0,,2020-01-27
4.0,Japan,,,,,,,0.0,,2020-01-27
4.0,Republic of Korea,,,,,,,0.0,,2020-01-27
2.0,Viet Nam,,,,,,,0.0,,2020-01-27
4.0,Singapore,,,,,,,0.0,,2020-01-27
4.0,Australia,,,,,,,0.0,,2020-01-27
4.0,Malaysia,,,,,,,0.0,,2020-01-27
5.0,Thailand,,,,,,,0.0,,2020-01-27
1.0,Nepal,,,,,,,0.0,,2020-01-27
5.0,United States of America,,,,,,,0.0,,2020-01-27
1.0,Canada,,,,,,,0.0,,2020-01-27
3.0,France,,,,,,,0.0,,2020-01-27
2798.0,Total,,,,,,,80.0,,2020-01-27
8.0,Hong Kong,,,,,,,0.0,,2020-01-27
5.0,Macau,,,,,,,0.0,,2020-01-27
4.0,Taiwan,,,,,,,0.0,,2020-01-27
4515.0,China,,,,,,,106.0,,2020-01-28
6.0,Japan,,,,,,,0.0,,2020-01-28
4.0,Republic of Korea,,,,,,,0.0,,2020-01-28
2.0,Viet Nam,,,,,,,0.0,,2020-01-28
7.0,Singapore,,,,,,,0.0,,2020-01-28
5.0,Australia,,,,,,,0.0,,2020-01-28
4.0,Malaysia,,,,,,,0.0,,2020-01-28
1.0,Cambodia,,,,,,,0.0,,2020-01-28
14.0,Thailand,,,,,,,0.0,,2020-01-28
1.0,Nepal,,,,,,,0.0,,2020-01-28
1.0,Sri Lanka,,,,,,,0.0,,2020-01-28
5.0,United States of America,,,,,,,0.0,,2020-01-28
2.0,Canada,,,,,,,0.0,,2020-01-28
3.0,France,,,,,,,0.0,,2020-01-28
1.0,Germany,,,,,,,0.0,,2020-01-28
4593.0,Total,,,,,,,106.0,,2020-01-28
8.0,Hong Kong,,,,,,,0.0,,2020-01-28
7.0,Macau,,,,,,,0.0,,2020-01-28
7.0,Taiwan,,,,,,,0.0,,2020-01-28
5974.0,China,,,,,,,132.0,,2020-01-29
7.0,Japan,,,,,,,0.0,,2020-01-29
4.0,Republic of Korea,,,,,,,0.0,,2020-01-29
2.0,Viet Nam,,,,,,,0.0,,2020-01-29
7.0,Singapore,,,,,,,0.0,,2020-01-29
7.0,Australia,,,,,,,0.0,,2020-01-29
4.0,Malaysia,,,,,,,0.0,,2020-01-29
1.0,Cambodia,,,,,,,0.0,,2020-01-29
14.0,Thailand,,,,,,,0.0,,2020-01-29
1.0,Nepal,,,,,,,0.0,,2020-01-29
1.0,Sri Lanka,,,,,,,0.0,,2020-01-29
5.0,United States of America,,,,,,,0.0,,2020-01-29
3.0,Canada,,,,,,,0.0,,2020-01-29
4.0,France,,,,,,,0.0,,2020-01-29
4.0,Germany,,,,,,,0.0,,2020-01-29
4.0,United Arab Emirates,,,,,,,0.0,,2020-01-29
6065.0,Total,,,,,,,132.0,,2020-01-29
8.0,Hong Kong,,,,,,,0.0,,2020-01-29
7.0,Macau,,,,,,,0.0,,2020-01-29
8.0,Taiwan,,,,,,,0.0,,2020-01-29
7711.0,China,,,,,,,170.0,,2020-01-30
11.0,Japan,,,,,,,0.0,,2020-01-30
4.0,Republic of Korea,,,,,,,0.0,,2020-01-30
2.0,Viet Nam,,,,,,,0.0,,2020-01-30
10.0,Singapore,,,,,,,0.0,,2020-01-30
7.0,Australia,,,,,,,0.0,,2020-01-30
7.0,Malaysia,,,,,,,0.0,,2020-01-30
1.0,Cambodia,,,,,,,0.0,,2020-01-30
1.0,Philippines,,,,,,,0.0,,2020-01-30
14.0,Thailand,,,,,,,0.0,,2020-01-30
1.0,Nepal,,,,,,,0.0,,2020-01-30
1.0,Sri Lanka,,,,,,,0.0,,2020-01-30
1.0,India,,,,,,,0.0,,2020-01-30
5.0,United States of America,,,,,,,0.0,,2020-01-30
3.0,Canada,,,,,,,0.0,,2020-01-30
5.0,France,,,,,,,0.0,,2020-01-30
1.0,Finland,,,,,,,0.0,,2020-01-30
4.0,Germany,,,,,,,0.0,,2020-01-30
4.0,United Arab Emirates,,,,,,,0.0,,2020-01-30
7818.0,Total,,,,,,,170.0,,2020-01-30
10.0,Hong Kong,,,,,,,0.0,,2020-01-30
7.0,Macau,,,,,,,0.0,,2020-01-30
8.0,Taiwan,,,,,,,0.0,,2020-01-30
9692.0,China,,,,,,,213.0,,2020-01-31
12.0,Hong Kong,,,,,,,0.0,,2020-01-31
7.0,Macau,,,,,,,0.0,,2020-01-31
9.0,Taiwan,,,,,,,0.0,,2020-01-31
14.0,Japan,,,,,,,0.0,,2020-01-31
11.0,Republic of Korea,,,,,,,0.0,,2020-01-31
5.0,Viet Nam,,,,,,,0.0,,2020-01-31
13.0,Singapore,,,,,,,0.0,,2020-01-31
9.0,Australia,,,,,,,0.0,,2020-01-31
8.0,Malaysia,,,,,,,0.0,,2020-01-31
1.0,Cambodia,,,,,,,0.0,,2020-01-31
1.0,Philippines,,,,,,,0.0,,2020-01-31
14.0,Thailand,,,,,,,0.0,,2020-01-31
1.0,Nepal,,,,,,,0.0,,2020-01-31
1.0,Sri Lanka,,,,,,,0.0,,2020-01-31
1.0,India,,,,,,,0.0,,2020-01-31
6.0,United States of America,,,,,,,0.0,,2020-01-31
3.0,Canada,,,,,,,0.0,,2020-01-31
6.0,France,,,,,,,0.0,,2020-01-31
1.0,Finland,,,,,,,0.0,,2020-01-31
5.0,Germany,,,,,,,0.0,,2020-01-31
2.0,Italy,,,,,,,0.0,,2020-01-31
4.0,United Arab Emirates,,,,,,,0.0,,2020-01-31
9826.0,Total,,,,,,,213.0,,2020-01-31
11791.0,China,,,,,,,259.0,,2020-02-01
13.0,Hong Kong,,,,,,,0.0,,2020-02-01
7.0,Macau,,,,,,,0.0,,2020-02-01
10.0,Taiwan,,,,,,,0.0,,2020-02-01
17.0,Japan,,,,,,,0.0,,2020-02-01
12.0,Republic of Korea,,,,,,,0.0,,2020-02-01
6.0,Viet Nam,,,,,,,0.0,,2020-02-01
16.0,Singapore,,,,,,,0.0,,2020-02-01
12.0,Australia,,,,,,,0.0,,2020-02-01
8.0,Malaysia,,,,,,,0.0,,2020-02-01
1.0,Cambodia,,,,,,,0.0,,2020-02-01
1.0,Philippines,,,,,,,0.0,,2020-02-01
19.0,Thailand,,,,,,,0.0,,2020-02-01
1.0,Nepal,,,,,,,0.0,,2020-02-01
1.0,Sri Lanka,,,,,,,0.0,,2020-02-01
1.0,India,,,,,,,0.0,,2020-02-01
7.0,United States of America,,,,,,,0.0,,2020-02-01
4.0,Canada,,,,,,,0.0,,2020-02-01
6.0,France,,,,,,,0.0,,2020-02-01
1.0,Finland,,,,,,,0.0,,2020-02-01
7.0,Germany,,,,,,,0.0,,2020-02-01
2.0,Italy,,,,,,,0.0,,2020-02-01
2.0,Russian Federation,,,,,,,0.0,,2020-02-01
1.0,Spain,,,,,,,0.0,,2020-02-01
1.0,Sweden,,,,,,,0.0,,2020-02-01
2.0,United Kingdom,,,,,,,0.0,,2020-02-01
4.0,United Arab Emirates,,,,,,,0.0,,2020-02-01
11953.0,Total,,,,,,,259.0,,2020-02-01
14380.0,China,,,,,,,304.0,,2020-02-02
14.0,Hong Kong,,,,,,,0.0,,2020-02-02
7.0,Macau,,,,,,,0.0,,2020-02-02
10.0,Taiwan,,,,,,,0.0,,2020-02-02
20.0,Japan,,,,,,,0.0,,2020-02-02
15.0,Republic of Korea,,,,,,,0.0,,2020-02-02
7.0,Viet Nam,,,,,,,0.0,,2020-02-02
18.0,Singapore,,,,,,,0.0,,2020-02-02
12.0,Australia,,,,,,,0.0,,2020-02-02
8.0,Malaysia,,,,,,,0.0,,2020-02-02
1.0,Cambodia,,,,,,,0.0,,2020-02-02
2.0,Philippines,,,,,,,1.0,,2020-02-02
19.0,Thailand,,,,,,,0.0,,2020-02-02
1.0,Nepal,,,,,,,0.0,,2020-02-02
1.0,Sri Lanka,,,,,,,0.0,,2020-02-02
2.0,India,,,,,,,0.0,,2020-02-02
8.0,United States of America,,,,,,,0.0,,2020-02-02
4.0,Canada,,,,,,,0.0,,2020-02-02
6.0,France,,,,,,,0.0,,2020-02-02
1.0,Finland,,,,,,,0.0,,2020-02-02
8.0,Germany,,,,,,,0.0,,2020-02-02
2.0,Italy,,,,,,,0.0,,2020-02-02
2.0,Russian Federation,,,,,,,0.0,,2020-02-02
1.0,Spain,,,,,,,0.0,,2020-02-02
1.0,Sweden,,,,,,,0.0,,2020-02-02
2.0,United Kingdom,,,,,,,0.0,,2020-02-02
5.0,United Arab Emirates,,,,,,,0.0,,2020-02-02
14557.0,Total,,,,,,,305.0,,2020-02-02
17205.0,China,,,,,,,361.0,,2020-02-03
15.0,Hong Kong,,,,,,,0.0,,2020-02-03
8.0,Macau,,,,,,,0.0,,2020-02-03
10.0,Taiwan,,,,,,,0.0,,2020-02-03
20.0,Japan,,,,3.0,0.0,17.0,0.0,,2020-02-03
15.0,Republic of Korea,,,,4.0,3.0,8.0,0.0,,2020-02-03
8.0,Viet Nam,,,,2.0,0.0,6.0,0.0,,2020-02-03
18.0,Singapore,,,,0.0,0.0,18.0,0.0,,2020-02-03
12.0,Australia,,,,0.0,0.0,12.0,0.0,,2020-02-03
8.0,Malaysia,,,,1.0,0.0,7.0,0.0,,2020-02-03
1.0,Cambodia,,,,0.0,0.0,1.0,0.0,,2020-02-03
2.0,Philippines,,,,0.0,1.0,1.0,1.0,,2020-02-03
19.0,Thailand,,,,1.0,0.0,18.0,0.0,,2020-02-03
1.0,Nepal,,,,0.0,0.0,1.0,0.0,,2020-02-03
1.0,Sri Lanka,,,,0.0,0.0,1.0,0.0,,2020-02-03
3.0,India,,,,0.0,0.0,3.0,0.0,,2020-02-03
11.0,United States of America,,,,2.0,1.0,8.0,0.0,,2020-02-03
4.0,Canada,,,,0.0,1.0,3.0,0.0,,2020-02-03
6.0,France,,,,1.0,0.0,5.0,0.0,,2020-02-03
1.0,Finland,,,,0.0,0.0,1.0,0.0,,2020-02-03
10.0,Germany,,,,8.0,0.0,2.0,0.0,,2020-02-03
2.0,Italy,,,,0.0,0.0,2.0,0.0,,2020-02-03
2.0,Russian Federation,,,,0.0,0.0,2.0,0.0,,2020-02-03
1.0,Spain,,,,1.0,0.0,0.0,0.0,,2020-02-03
1.0,Sweden,,,,0.0,0.0,1.0,0.0,,2020-02-03
2.0,United Kingdom,,,,1.0,0.0,1.0,0.0,,2020-02-03
5.0,United Arab Emirates,,,,0.0,0.0,5.0,0.0,,2020-02-03
17391.0,Total,,,,24.0,6.0,123.0,362.0,,2020-02-03
20438.0,China,,,,,,,425.0,,2020-02-04
15.0,Hong Kong,,,,,,,0.0,,2020-02-04
8.0,Macau,,,,,,,0.0,,2020-02-04
10.0,Taiwan,,,,,,,0.0,,2020-02-04
20.0,Japan,,,,3.0,0.0,17.0,0.0,,2020-02-04
16.0,Republic of Korea,,,,5.0,3.0,8.0,0.0,,2020-02-04
9.0,Viet Nam,,,,2.0,0.0,7.0,0.0,,2020-02-04
18.0,Singapore,,,,0.0,0.0,18.0,0.0,,2020-02-04
12.0,Australia,,,,0.0,0.0,12.0,0.0,,2020-02-04
10.0,Malaysia,,,,2.0,1.0,7.0,0.0,,2020-02-04
1.0,Cambodia,,,,0.0,0.0,1.0,0.0,,2020-02-04
2.0,Philippines,,,,0.0,1.0,1.0,1.0,,2020-02-04
19.0,Thailand,,,,1.0,0.0,18.0,0.0,,2020-02-04
1.0,Nepal,,,,0.0,0.0,1.0,0.0,,2020-02-04
1.0,Sri Lanka,,,,0.0,0.0,1.0,0.0,,2020-02-04
3.0,India,,,,0.0,0.0,3.0,0.0,,2020-02-04
11.0,United States of America,,,,2.0,1.0,8.0,0.0,,2020-02-04
4.0,Canada,,,,0.0,1.0,3.0,0.0,,2020-02-04
6.0,France,,,,1.0,0.0,5.0,0.0,,2020-02-04
1.0,Finland,,,,0.0,0.0,1.0,0.0,,2020-02-04
12.0,Germany,,,,10.0,0.0,2.0,0.0,,2020-02-04
2.0,Italy,,,,0.0,0.0,2.0,0.0,,2020-02-04
2.0,Russian Federation,,,,0.0,0.0,2.0,0.0,,2020-02-04
1.0,Spain,,,,1.0,0.0,0.0,0.0,,2020-02-04
1.0,Sweden,,,,0.0,0.0,1.0,0.0,,2020-02-04
2.0,United Kingdom,,,,1.0,0.0,1.0,0.0,,2020-02-04
5.0,United Arab Emirates,,,,0.0,0.0,5.0,0.0,,2020-02-04
20630.0,Total,,,,28.0,7.0,124.0,426.0,,2020-02-04
24324.0,China,,,,,,,490.0,,2020-02-05
18.0,Hong Kong,,,,,,,1.0,,2020-02-05
10.0,Macau,,,,,,,0.0,,2020-02-05
11.0,Taiwan,,,,,,,0.0,,2020-02-05
23.0,Japan,,,,13.0,0.0,20.0,0.0,,2020-02-05
18.0,Republic of Korea,,,,7.0,3.0,8.0,0.0,,2020-02-05
10.0,Viet Nam,,,,3.0,0.0,7.0,0.0,,2020-02-05
24.0,Singapore,,,,4.0,0.0,20.0,0.0,,2020-02-05
13.0,Australia,,,,0.0,0.0,13.0,0.0,,2020-02-05
10.0,Malaysia,,,,2.0,1.0,7.0,0.0,,2020-02-05
1.0,Cambodia,,,,0.0,0.0,1.0,0.0,,2020-02-05
3.0,Philippines,,,,0.0,1.0,2.0,1.0,,2020-02-05
25.0,Thailand,,,,5.0,0.0,20.0,0.0,,2020-02-05
1.0,Nepal,,,,0.0,0.0,1.0,0.0,,2020-02-05
1.0,Sri Lanka,,,,0.0,0.0,1.0,0.0,,2020-02-05
3.0,India,,,,0.0,0.0,3.0,0.0,,2020-02-05
11.0,United States of America,,,,2.0,1.0,8.0,0.0,,2020-02-05
5.0,Canada,,,,0.0,2.0,3.0,0.0,,2020-02-05
6.0,France,,,,1.0,0.0,5.0,0.0,,2020-02-05
1.0,Finland,,,,0.0,0.0,1.0,0.0,,2020-02-05
12.0,Germany,,,,10.0,0.0,2.0,0.0,,2020-02-05
2.0,Italy,,,,0.0,0.0,2.0,0.0,,2020-02-05
2.0,Russian Federation,,,,0.0,0.0,2.0,0.0,,2020-02-05
1.0,Spain,,,,1.0,0.0,0.0,0.0,,2020-02-05
1.0,Sweden,,,,0.0,0.0,1.0,0.0,,2020-02-05
2.0,Belgium,,,,1.0,0.0,1.0,0.0,,2020-02-05
1.0,United Kingdom,,,,0.0,0.0,1.0,0.0,,2020-02-05
5.0,United Arab Emirates,,,,0.0,0.0,5.0,0.0,,2020-02-05
10.0,International conveyance (Japan),,,,0.0,10.0,0.0,0.0,,2020-02-05
24554.0,Total,,,,49.0,8.0,134.0,492.0,,2020-02-05
28018.0,China,,,,,,,563.0,,2020-02-06
21.0,Hong Kong,,,,,,,1.0,,2020-02-06
10.0,Macau,,,,,,,0.0,,2020-02-06
11.0,Taiwan,,,,,,,0.0,,2020-02-06
28.0,Singapore,,,,7.0,0.0,21.0,0.0,,2020-02-06
25.0,Japan,,,,4.0,0.0,21.0,0.0,,2020-02-06
23.0,Republic of Korea,,,,11.0,2.0,10.0,0.0,,2020-02-06
14.0,Australia,,,,0.0,0.0,14.0,0.0,,2020-02-06
12.0,Malaysia,,,,2.0,1.0,9.0,0.0,,2020-02-06
10.0,Viet Nam,,,,3.0,0.0,7.0,0.0,,2020-02-06
3.0,Philippines,,,,0.0,1.0,2.0,1.0,,2020-02-06
1.0,Cambodia,,,,0.0,0.0,1.0,0.0,,2020-02-06
25.0,Thailand,,,,4.0,0.0,21.0,0.0,,2020-02-06
3.0,India,,,,0.0,0.0,3.0,0.0,,2020-02-06
1.0,Nepal,,,,0.0,0.0,1.0,0.0,,2020-02-06
1.0,Sri Lanka,,,,0.0,0.0,1.0,0.0,,2020-02-06
12.0,United States of America,,,,2.0,0.0,10.0,0.0,,2020-02-06
5.0,Canada,,,,0.0,2.0,3.0,0.0,,2020-02-06
12.0,Germany,,,,10.0,0.0,2.0,0.0,,2020-02-06
6.0,France,,,,1.0,0.0,5.0,0.0,,2020-02-06
2.0,Italy,,,,0.0,0.0,2.0,0.0,,2020-02-06
2.0,Russian Federation,,,,0.0,0.0,2.0,0.0,,2020-02-06
2.0,United Kingdom,,,,1.0,0.0,1.0,0.0,,2020-02-06
1.0,Belgium,,,,0.0,0.0,1.0,0.0,,2020-02-06
1.0,Finland,,,,0.0,0.0,1.0,0.0,,2020-02-06
1.0,Spain,,,,1.0,0.0,0.0,0.0,,2020-02-06
1.0,Sweden,,,,0.0,0.0,1.0,0.0,,2020-02-06
5.0,United Arab Emirates,,,,0.0,0.0,5.0,0.0,,2020-02-06
20.0,International conveyance (Japan),,,,0.0,20.0,0.0,0.0,,2020-02-06
28276.0,Total,,,,46.0,26.0,144.0,565.0,,2020-02-06
31161.0,China,,,,,,,636.0,,2020-02-07
24.0,Hong Kong,,,,,,,1.0,,2020-02-07
10.0,Macau,,,,,,,0.0,,2020-02-07
16.0,Taiwan,,,,,,,0.0,,2020-02-07
25.0,Japan,,,,4.0,0.0,21.0,0.0,,2020-02-07
30.0,Singapore,,,,9.0,0.0,21.0,0.0,,2020-02-07
24.0,Republic of Korea,,,,11.0,2.0,11.0,0.0,,2020-02-07
15.0,Australia,,,,0.0,0.0,15.0,0.0,,2020-02-07
14.0,Malaysia,,,,4.0,1.0,9.0,0.0,,2020-02-07
12.0,Viet Nam,,,,5.0,0.0,7.0,0.0,,2020-02-07
3.0,Philippines,,,,0.0,1.0,2.0,1.0,,2020-02-07
1.0,Cambodia,,,,0.0,0.0,1.0,0.0,,2020-02-07
25.0,Thailand,,,,4.0,0.0,21.0,0.0,,2020-02-07
3.0,India,,,,0.0,0.0,3.0,0.0,,2020-02-07
1.0,Nepal,,,,0.0,0.0,1.0,0.0,,2020-02-07
1.0,Sri Lanka,,,,0.0,0.0,1.0,0.0,,2020-02-07
12.0,United States of America,,,,2.0,0.0,10.0,0.0,,2020-02-07
7.0,Canada,,,,0.0,1.0,6.0,0.0,,2020-02-07
13.0,Germany,,,,11.0,0.0,2.0,0.0,,2020-02-07
6.0,France,,,,1.0,0.0,5.0,0.0,,2020-02-07
3.0,Italy,,,,0.0,0.0,3.0,0.0,,2020-02-07
3.0,United Kingdom,,,,2.0,0.0,1.0,0.0,,2020-02-07
2.0,Russian Federation,,,,0.0,0.0,2.0,0.0,,2020-02-07
1.0,Belgium,,,,0.0,0.0,1.0,0.0,,2020-02-07
1.0,Finland,,,,0.0,0.0,1.0,0.0,,2020-02-07
1.0,Spain,,,,1.0,0.0,0.0,0.0,,2020-02-07
1.0,Sweden,,,,0.0,0.0,1.0,0.0,,2020-02-07
5.0,United Arab Emirates,,,,0.0,0.0,5.0,0.0,,2020-02-07
61.0,International conveyance (Japan),,,,0.0,61.0,0.0,0.0,,2020-02-07
31481.0,Total,,,,54.0,66.0,150.0,638.0,,2020-02-07
34546.0,China,,,,,,,722.0,,2020-02-08
26.0,Hong Kong,,,,,,,1.0,,2020-02-08
10.0,Macau,,,,,,,0.0,,2020-02-08
16.0,Taiwan,,,,,,,0.0,,2020-02-08
33.0,Singapore,,,,12.0,0.0,21.0,0.0,,2020-02-08
25.0,Japan,,,,4.0,0.0,21.0,0.0,,2020-02-08
24.0,Republic of Korea,,,,11.0,2.0,11.0,0.0,,2020-02-08
15.0,Australia,,,,0.0,0.0,15.0,0.0,,2020-02-08
15.0,Malaysia,,,,4.0,2.0,9.0,0.0,,2020-02-08
13.0,Viet Nam,,,,5.0,0.0,8.0,0.0,,2020-02-08
3.0,Philippines,,,,0.0,1.0,2.0,1.0,,2020-02-08
1.0,Cambodia,,,,0.0,0.0,1.0,0.0,,2020-02-08
32.0,Thailand,,,,6.0,4.0,22.0,0.0,,2020-02-08
3.0,India,,,,0.0,0.0,3.0,0.0,,2020-02-08
1.0,Nepal,,,,0.0,0.0,1.0,0.0,,2020-02-08
1.0,Sri Lanka,,,,0.0,0.0,1.0,0.0,,2020-02-08
12.0,United States of America,,,,2.0,0.0,10.0,0.0,,2020-02-08
7.0,Canada,,,,0.0,1.0,6.0,0.0,,2020-02-08
14.0,Germany,,,,11.0,0.0,3.0,0.0,,2020-02-08
6.0,France,,,,1.0,0.0,5.0,0.0,,2020-02-08
3.0,Italy,,,,0.0,0.0,3.0,0.0,,2020-02-08
3.0,United Kingdom,,,,2.0,0.0,1.0,0.0,,2020-02-08
2.0,Russian Federation,,,,0.0,0.0,2.0,0.0,,2020-02-08
1.0,Belgium,,,,0.0,0.0,1.0,0.0,,2020-02-08
1.0,Finland,,,,0.0,0.0,1.0,0.0,,2020-02-08
1.0,Spain,,,,1.0,0.0,0.0,0.0,,2020-02-08
1.0,Sweden,,,,0.0,0.0,1.0,0.0,,2020-02-08
7.0,United Arab Emirates,,,,0.0,2.0,5.0,0.0,,2020-02-08
64.0,International conveyance (Japan),,,,0.0,64.0,0.0,0.0,,2020-02-08
34886.0,Total,,,,59.0,76.0,153.0,724.0,,2020-02-08
37198.0,China,,,,,,,811.0,,2020-02-09
26.0,Hong Kong,,,,,,,1.0,,2020-02-09
10.0,Macau,,,,,,,0.0,,2020-02-09
17.0,Taiwan,,,,,,,0.0,,2020-02-09
40.0,Singapore,,,,19.0,0.0,21.0,0.0,,2020-02-09
27.0,Republic of Korea,,,,12.0,2.0,13.0,0.0,,2020-02-09
26.0,Japan,,,,4.0,0.0,22.0,0.0,,2020-02-09
17.0,Malaysia,,,,4.0,4.0,9.0,0.0,,2020-02-09
15.0,Australia,,,,0.0,0.0,15.0,0.0,,2020-02-09
14.0,Viet Nam,,,,6.0,0.0,8.0,0.0,,2020-02-09
3.0,Philippines,,,,0.0,1.0,2.0,1.0,,2020-02-09
1.0,Cambodia,,,,0.0,0.0,1.0,0.0,,2020-02-09
32.0,Thailand,,,,6.0,4.0,22.0,0.0,,2020-02-09
3.0,India,,,,0.0,0.0,3.0,0.0,,2020-02-09
1.0,Nepal,,,,0.0,0.0,1.0,0.0,,2020-02-09
1.0,Sri Lanka,,,,0.0,0.0,1.0,0.0,,2020-02-09
12.0,United States of America,,,,2.0,0.0,10.0,0.0,,2020-02-09
7.0,Canada,,,,0.0,1.0,6.0,0.0,,2020-02-09
14.0,Germany,,,,12.0,0.0,2.0,0.0,,2020-02-09
11.0,France,,,,6.0,0.0,5.0,0.0,,2020-02-09
3.0,Italy,,,,0.0,0.0,3.0,0.0,,2020-02-09
3.0,United Kingdom,,,,2.0,0.0,1.0,0.0,,2020-02-09
2.0,Russian Federation,,,,0.0,0.0,2.0,0.0,,2020-02-09
1.0,Belgium,,,,0.0,0.0,1.0,0.0,,2020-02-09
1.0,Finland,,,,0.0,0.0,1.0,0.0,,2020-02-09
1.0,Spain,,,,1.0,0.0,0.0,0.0,,2020-02-09
1.0,Sweden,,,,0.0,0.0,1.0,0.0,,2020-02-09
7.0,United Arab Emirates,,,,1.0,1.0,5.0,0.0,,2020-02-09
64.0,International conveyance (Japan),,,,0.0,64.0,0.0,0.0,,2020-02-09
37558.0,Total,,,,25.0,77.0,155.0,813.0,,2020-02-09
40171.0,China,,,,,,,908.0,,2020-02-10
36.0,Hong Kong,,,,,,,1.0,,2020-02-10
10.0,Macau,,,,,,,,,2020-02-10
18.0,Taiwan,,,,,,,,,2020-02-10
43.0,Singapore,,,,22.0,0.0,21.0,0.0,,2020-02-10
27.0,Republic of Korea,,,,12.0,2.0,13.0,0.0,,2020-02-10
26.0,Japan,,,,4.0,0.0,22.0,0.0,,2020-02-10
18.0,Malaysia,,,,4.0,4.0,10.0,0.0,,2020-02-10
15.0,Australia,,,,0.0,0.0,15.0,0.0,,2020-02-10
14.0,Viet Nam,,,,6.0,0.0,8.0,0.0,,2020-02-10
3.0,Philippines,,,,0.0,1.0,2.0,1.0,,2020-02-10
1.0,Cambodia,,,,0.0,0.0,1.0,0.0,,2020-02-10
32.0,Thailand,,,,6.0,4.0,22.0,0.0,,2020-02-10
3.0,India,,,,0.0,0.0,3.0,0.0,,2020-02-10
1.0,Nepal,,,,0.0,0.0,1.0,0.0,,2020-02-10
1.0,Sri Lanka,,,,0.0,0.0,1.0,0.0,,2020-02-10
12.0,United States of America,,,,2.0,0.0,10.0,0.0,,2020-02-10
7.0,Canada,,,,0.0,1.0,6.0,0.0,,2020-02-10
14.0,Germany,,,,12.0,0.0,2.0,0.0,,2020-02-10
11.0,France,,,,6.0,0.0,5.0,0.0,,2020-02-10
4.0,United Kingdom,,,,3.0,0.0,1.0,0.0,,2020-02-10
